,francise_name,address,TEL
550,인천논현라피에스타점,인천 남동구 논고개로 61 라피에스타 상가 121호,032-212-0411
551,광주첨단롯데점,광주 광산구 첨단강변로99번길 11 (쌍암동),062-973-2050
552,오산세교점,"경기 오산시 수청로 189 1층 103호 (금암동, 웅신아트프라자)",031-377-3287
553,일산장항공단점,경기 고양시 일산동구 장항로 329 (장항동),010-9058-5191
554,영통플래티넘베이스점,경기 수원시 영통구 망포로 142 B동 101-2호,070-8657-0543
555,인천송도호반써밋점,"인천 연수구 랜드마크로 20 (송도동, 호반써밋 송도)",070-7811-3754
556,창원중앙경남오피스텔점,경남 창원시 성산구 중앙대로 37 경남오피스텔 105호,055-286-1236
557,평택이충점,경기 평택시 이충로35번길 24 보람플러스투 제1층 제102호,070-4833-5123
558,마포광흥창점,서울 마포구 독막로 176 ,070-7576-0147
559,목포역점,전남 목포시 수문로 13 13-1,061-980-0303
560,원주터미널점,강원 원주시 장미공원길 71-12 1층,033-748-5789
561,당진문예의전당점,충남 당진시 시청1로 82 103호,041-355-0423
562,일산한뫼초점,경기 고양시 일산서구 고양대로 632 아카데미 상가 1층 109호,070-8657-1437
563,주촌무지개공원점,경남 김해시 주촌면 선천북로42번길 12-7 (선지리),055-724-1243
564,진주평거들말대경점,"경남 진주시 석갑로53번길 28 (평거동, 들말대경아파트)",055-795-5888
565,아산배방자이점,충남 아산시 배방읍 호서로 458 상가2동 1층 110호 (배방자이1차아파트),070-8657-1717
566,인천송도아트포레점,인천 연수구 인천타워대로 257 송도아트포레푸르지오시티 B동 112호,070-4639-1004
567,대구율하광장점,대구 동구 안심로22길 60-23 (율하동),053-965-5817
568,초읍대공원점,부산 부산진구 새싹로 277 (초읍동),051-715-3077
569,인천용현토금점,인천 미추홀구 토금남로 2 노블레스상가 105호,070-7612-8873
570,진량이안점,경북 경산시 진량읍 일연로 745-1 (선화리),053-853-9998
571,광주학운평화점,광주 동구 증심천로 23 (학동),062-223-6584
572,의정부어룡점,경기 의정부시 용현로105번길 27 (민락동),NULL
573,일산어반스카이점,경기 고양시 일산서구 고양대로 666 어반스카이 D동 112호,031-8076-5165
574,동두천지행점,경기 동두천시 지행로 63 104호,NULL
575,인천주안1동점,인천 미추홀구 석바위로 87 ,070-8657-2577
576,인천동암역점,"인천 부평구 아트센터로 24 상가 1,2층",032-434-2333
577,광주효천2지구점,"광주 남구 효우2로 26 101호(행암동, 운재투빌딩)",062-462-1222
578,서대신역점,"부산 서구 대티로 178 (서대신동2가, 대신해모로센트럴아파트)",051-710-6666
579,삼육서울병원점,서울 동대문구 망우로 83 ,070-7756-2787
580,송파헬리오시티점,서울 송파구 가락로 56 (석촌동),070-8835-9072
581,대전죽동점,대전 유성구 유성대로 875 ,042-822-7415
582,신당감점,부산 부산진구 백양순환로 163 ,051-710-7004
583,안양삼덕공원점,경기 안양시 만안구 병목안로 20 104호,031-469-1727
584,화성반월점,경기 화성시 영통로60번길 31 ,NULL
585,고양덕은리버워크점,"경기 고양시 덕양구 청초로 66 108호(덕은동, 덕은리버워크)",NULL
586,평택포승점,경기 평택시 포승읍 여술2길 45 ,070-4032-5236
587,구로궁동점,서울 구로구 부일로15길 36-2 (궁동),02-2619-1009
588,목포남악아이파크점,전남 무안군 삼향읍 남악2로74번길 37 102호,061-283-5956
589,시흥대야파크점,"경기 시흥시 비둘기공원7길 27 (대야동, 서해아파트)",031-316-2225
590,구포KTX역점,부산 북구 낙동대로1694번길 6 1층,051-715-5056
591,진량1공단점,경북 경산시 진량읍 공단1로 34 (신상리),053-852-1473
592,경주터미널점,경북 경주시 태종로685번길 2 (노서동),054-624-3658
593,장유삼문아쿠아점,경남 김해시 번화2로 2 1층 109호,055-724-2305
594,대전송촌5단지점,대전 대덕구 동춘당로44번길 27 ,070-8657-1010
595,전북도청점,전북 전주시 완산구 홍산로 246 1층 107호,063-224-7774
596,용인수지e편한세상점,경기 용인시 수지구 포은대로313번길 7-10 124동 105호,031-272-7778
597,당산2동점,서울 영등포구 당산로35길 8 ,070-7670-4013
598,삼척교동점,강원 삼척시 정상로 79 청솔2차아파트상가 209동 105호,NULL
599,왕십리역사점,서울 성동구 왕십리광장로 17 4층 135호,02-2292-6778
600,시흥시화나래점,경기 시흥시 거북섬로 207 1층 105호,NULL
601,당진읍내점,충남 당진시 계성3길 6 ,NULL
602,천안청당초교점,충남 천안시 동남구 청당5로 36 (청당동),070-7697-5926
603,대전법동시장점,대전 대덕구 계족산로5번안길 22 ,042-624-5560
604,대구송현역점,대구 달서구 월배로 414 (송현동),053-655-3516
605,김천혁신점,"경북 김천시 혁신3로 15 (율곡동, 율곡스퀘어 Ⅵ)",NULL
606,양산삼성명가타운점,경남 양산시 평산중앙로 66 ,NULL
607,판교제2테크노밸리점,경기 성남시 수정구 창업로 55 디엔써밋에디션 상가 104호,07082826040
608,공릉2동점,서울 노원구 공릉로38길 5 ,02-6465-9855
609,은평서부병원점,서울 은평구 응암로 331 ,02-3157-2132
610,광주장덕먹거리타운점,광주 광산구 장신로20번안길 38 (장덕동),062-955-1074
611,동덕여대점,서울 성북구 화랑로11길 37 ,02-941-6157
612,서울성균관대점,서울 종로구 성균관로 12-1 ,NULL
613,개금백양로점,부산 부산진구 백양대로320번길 4 ,051-892-5007
614,당산중앙점,서울 영등포구 양평로 16 ,02-2675-7715
615,인천가정법원점,인천 미추홀구 경원대로 893 ,032-422-0423
616,과천스마트K점,"경기 과천시 과천대로7길 20 (갈현동, 과천 스마트케이 업무시설)",NULL
617,전주에코시티점,전북 전주시 덕진구 세병로 26 101호,063-252-9442
618,목포하당서남점,"전남 목포시 비파로 21 (상동, 서남빌딩)",NULL
619,춘천퇴계점,강원 춘천시 효자로 3 (퇴계동),070-8822-2055
620,포천운천점,경기 포천시 영북면 운천로 23 (운천리),NULL
621,광주운림중학교점,"광주 동구 의재로 123 (운림동, 무등파크맨션)",062-222-6148
622,청평중앙점,경기 가평군 청평면 청평중앙로 13 ,031-585-4331
623,안양국제유통단지점,"경기 안양시 동안구 엘에스로 76 (호계동, 국제유통단지 가동)",NULL
624,김해어방인제로점,경남 김해시 인제로 97 ,055 337 2200
625,망원시장점,서울 마포구 망원로8길 53 (망원동),NULL
626,성수카페거리점,서울 성동구 뚝섬로9길 20 (성수동2가),070-8275-4807
627,청계천베네치아점,서울 중구 청계천로 400 메가몰동 1031호,070-8287-1627
628,포항양학점,경북 포항시 북구 양학로9번길 14 (득량동),054-614-0990
629,수안역점,부산 동래구 명륜로75번길 12 (수안동),051-710-3833
630,영암삼호점,전남 영암군 삼호읍 삼호중앙로 202 (용앙리),061-461-5472
631,나주혁신한빛로점,전남 나주시 한빛로 41 ,NULL
632,구덕운동장점,부산 서구 대신로 83 (서대신동3가),0507-1362-5247
633,하남감일중앙점,경기 하남시 감일백제로180번길 17 제1동 115호,02-6104-1015
634,강서공항점,"서울 강서구 방화동로 57 1,2층",070-8691-4719
635,인천국립생물자원관점,인천 서구 환경로 42 1층,NULL
636,창동역서부점,서울 도봉구 노해로63길 78 ,02-990-0279
637,시흥하상동점,경기 시흥시 연성로 88 102호,NULL
638,대전시청역점,대전 서구 둔산로 130 ,070-8287-2851
639,시흥은행나무점,서울 금천구 금하로 714 1층,02-807-7257
640,시흥댓골점,경기 시흥시 대야로 4 ,NULL
641,천안신부노블시티점,"충남 천안시 동남구 신부8길 21 상가1-1,2동 지하1층 120호",041-558-7988
642,인천주안힐스테이트후문점,인천 미추홀구 인주대로 325 ,070-5057-3224
643,신금호중앙점,"서울 성동구 금호산길 67 (금호동2가, 금호빌딩)",NULL
644,오산원동초점,경기 오산시 오산로 93 ,031-375-2212
645,고양덕은드림코어점,경기 고양시 덕양구 으뜸로 124 109호,02-3159-2232
646,일산라페스타점,경기 고양시 일산동구 무궁화로 31-2 110호,031-994-2029
647,수유3동점,서울 강북구 도봉로 386 ,02-908-9554
648,인천루원지웰시티점,인천 서구 가정로 406 104호,070-8287-1937
649,광주효천중흥점,광주 남구 효우로 332-7 1층 109호,062-673-0003
650,대구봉덕점,대구 남구 이천로 16 (봉덕동),010-5333-8582
651,부안터미널점,전북 부안군 부안읍 석정로 210 (봉덕리),063-581-7999
652,군포신환사거리점,"경기 군포시 금산로 1 (금정동, 아산 나부빌)",031-429-1027
653,인천서부경찰서점,인천 서구 탁옥로97번길 2 ,070-8287-3383
654,우암자유점,부산 남구 우암로154번길 50 (우암동),051-715-1540
655,평택점촌점,경기 평택시 점촌로28번길 2 (서정동),070-8633-8632
656,삼각지역점,서울 용산구 한강대로62가길 20 ,02-798-0002
657,다산부영애시앙점,"경기 남양주시 도농로 24 다산동, 부영애시앙 상가",070-7500-6543
658,인천신흥시장점,인천 중구 서해대로454번길 7 ,032-888-6636
659,광주농성SK뷰점,광주 서구 상무대로1147번길 16 지하2층 109호,062-716-7176
660,부개주공점,"인천 부평구 부개로 61-6 105,106호",NULL
661,울산대정문점,울산 남구 대학로 96 2층,052-221-2600
662,김천율곡점,경북 김천시 혁신6로 8 1층 101호,054-434-0488
663,충남예산산성점,충남 예산군 예산읍 벚꽃로127번길 2 ,041-335-7979
664,금산터미널점,충남 금산군 금산읍 후곤천길 83 ,041-753-6800
665,용인신갈오거리점,경기 용인시 기흥구 신갈로58번길 1 (신갈동),031-283-7760
666,숙명여대점,서울 용산구 청파로47길 83 ,NULL
667,덕계스타프라자점,경기 양주시 회천중앙로 248 111호,NULL
668,명지대정문점,서울 서대문구 거북골로 21 ,070-8287-2956
669,고양삼송듀클래스점,경기 고양시 덕양구 삼막3길 5 B103호,070-8817-8282
670,일산정발산점,경기 고양시 일산동구 일산로441번길 6-19 (정발산동),031-923-7633
671,인천검단대성베르힐점,인천 서구 이음1로 154 검단대성베르힐 상가 106호,NULL
672,성남수정구청점,"경기 성남시 수정구 수정로 286 1층 101, 102호",NULL
673,장성삼계점,전남 장성군 삼계면 사창로 35 (사창리),NULL
674,안양평래푸점,경기 안양시 동안구 경수대로884번길 19 (비산동),031-360-5685
675,한남순천향점,서울 용산구 대사관로 64 (한남동),070-8833-5555
676,제천청전점,충북 제천시 용두천로 313 충청북도 제천시 청전동 626-1 101호,043-645-3400
677,대연사거리점,부산 남구 진남로 6 1층,051-714-2368
678,미아사거리역점,서울 강북구 도봉로 52 와이스퀘어1층,02-6312-6199
679,부산과기대점,부산 북구 시랑로 80 1층,NULL
680,군산수송오투점,전북 군산시 수송로 137 101호,063-465-0538
681,청주하복대점,충북 청주시 흥덕구 진재로 40 1층(복대동),043-900-1704
682,목포근대역사점,전남 목포시 영산로 50 (대의동1가),061-982-2015
683,인천 청라힐데스하임점,인천 서구 청라라임로16번길 30 (청라동),NULL
684,안산상록수점,경기 안산시 상록구 본삼로 41 (105호),031-362-6005
685,동래시장점,부산 동래구 명륜로112번길 42-1 (수안동),051-977-4000
686,김해내삼공단점,경남 김해시 주촌면 서부로1499번길 11 1층,055-338-6888
687,대구다사점,대구 달성군 다사읍 대실역북로1길 9 (매곡리),053-710-9352
688,하구운사거리점,경기 수원시 권선구 구운중로3번길 5 1층(구운동),NULL
689,군포한림엘타워점,"경기 군포시 공단로140번길 22 (당정동, 한림엘타워)",NULL
690,대전중촌점,대전 중구 목중로 22 1층 컴포즈커피 대전중촌점,042-255-3777
691,남양주금곡점,경기 남양주시 금곡로 72 ,031-591-6366
692,광주동림하나로점,광주 북구 유림로 140 (동림동),062-716-1016
693,대전노은점,"대전 유성구 은구비남로33번길 5 (지족동, 경남아너스빌2)",042-826-5849
694,인천송도센트로드점,"인천 연수구 인천타워대로 323 (송도동, 송도 센트로드)",NULL
695,안산중앙점,경기 안산시 단원구 고잔로 108 1층 129-1호,070-8834-0875
696,수원고색초점,경기 수원시 권선구 매송고색로691번길 2 ,031-292-9005
697,기업은행본점,"서울 중구 을지로 79 (을지로2가, 기업은행)",02-751-3743
698,영도동삼점,부산 영도구 와치로 252 ,051-715-5325
699,김제검산점,전북 김제시 검산택지3길 25 102호,063-546-5002
700,마들로또명당점,"서울 노원구 동일로 1493 (상계동, 상계주공아파트(10단지))",02-3391-2819
701,고척시장점,서울 구로구 경인로47길 118 (고척동),02-2687-7803
702,평택에이스고덕점,경기 평택시 고덕중앙로 290 172호,031-633-1966
703,양산목화점,경남 양산시 물금읍 목화로 47 (범어리),0553866766
704,망포플래티넘베이스점,경기 수원시 영통구 덕영대로 1470 130-131호,070-8830-9595
705,화성봉담신수마을점,경기 화성시 봉담읍 신수길 6-21 105-6호,031-292-0777
706,인천경인여대점,"인천 계양구 계양산로 66 (계산동, 세경빌라)",NULL
707,이안동대구점,대구 동구 송라로28길 14 303동 1층 101호,053-953-1311
708,정읍수성점,"전북 정읍시 수성로 45 (수성동, 정읍수성우체국)",NULL
709,화성봉담원희캐슬점,경기 화성시 봉담읍 동화길 51 프리미엄원희캐슬 106호,NULL
710,남산그린점,부산 금정구 금강로681번길 64 ,051-715-7104
711,진주칠암점,경남 진주시 동진로20번길 21-7 (칠암동),055-795-2585
712,광주금호중흥점,"광주 서구 마재로 21 120동 1층 104호(금호동, 중흥아파트)",062-716-1716
713,대전한빛점,대전 유성구 어은로 57 108호,NULL
714,대전한밭대점점,대전 유성구 학하서로121번길 45-6 1층,042-825-0952
715,공항덕두점,부산 강서구 공항앞길 6 1층 101호,0519410158
716,범계에이스점,경기 안양시 동안구 시민대로109번길 29 109,NULL
717,안산고잔역남부점,경기 안산시 단원구 광덕4로 108 ,070-7576-3440
718,중랑면목시장점,서울 중랑구 면목로 293 A동 101호,02-6012-2209
719,정관덕산점,부산 기장군 정관읍 정관덕산길 41 (방곡리),NULL
720,원주관설홈플러스점,강원 원주시 나비허리길 168 (관설동),033-766-6161
721,중랑망우점,서울 중랑구 망우로 353 104호,070-7778-9332
722,의정부효자초교점,경기 의정부시 부용로 209 ,NULL
723,장유신문리인점,경남 김해시 장유로334번길 10 1층,055 322 3660
724,당산한강포스빌점,서울 영등포구 양평로 67 1층 102호,02-2636-6553
725,평촌꿀벌말점,경기 안양시 동안구 흥안대로456번길 82  101호 ,070-8287-1821
726,고대안암오거리점,서울 성북구 안암로9가길 80-1 ,NULL
727,대전도룡점,대전 유성구 대덕대로 594 106호,NULL
728,완도해변공원점,전남 완도군 완도읍 개포로 184 1층,061-555-0755
729,순천법원점,전남 순천시 왕지5길 11 ,061-722-7226
730,천안성환점,충남 천안시 서북구 성환읍 성환1로 240 ,041-582-0101
731,제천하소점,충북 제천시 하소로 55 1층 101호,043-642-7773
732,논산취암점,충남 논산시 중앙로410번길 15 (취암동),041-732-9131
733,서대전네거리점,대전 중구 계룡로874번길 13 (오류동),NULL
734,당진송악점,충남 당진시 송악읍 신복운로3길 23-1 1층,041-970-8950
735,화성병점사거리점,경기 화성시 경기대로 1031 1층,070-4833-8997
736,김포시청점,경기 김포시 돌문로 50 ,031-988-9004
737,송파몽촌토성점,서울 송파구 백제고분로50길 8 (방이동),NULL
738,김포고창마을점,경기 김포시 김포한강2로 220 102호,NULL
739,서초대교점,"서울 서초구 서초중앙로22길 8 1층, 1호",02-525-5534
740,수원권선시장점,"경기 수원시 권선구 세권로195번길 20-4 (권선동, 세륜빌딩)",031-546-5810
741,춘천우두중앙점,강원 춘천시 우두1길 17 103호,033-255-2704
742,홍대서교점,서울 마포구 와우산로23길 42 (서교동),02-325-2220
743,평택안중터미널점,경기 평택시 안중읍 안현로서8길 15 1층,031-682-1786
744,컴포즈커피 화성병점사거리점,경기 화성시 경기대로 1031 1층,070-4833-8997
745,가좌역가재울점,"서울 서대문구 수색로 56 127호, 128호",02-304-8908
746,강릉임당점,강원 강릉시 문화의길 18 ,033-922-8040
747,성동구청점,서울 성동구 무학로6길 50 101동 2층 236-1호,NULL
748,의왕계원예대점,경기 의왕시 계원대학로 16 107호,031-422-6609
749,이천갈산점,경기 이천시 향교로 172-1 1층 101호,031-633-4105
750,영주구성오거리점,경북 영주시 구성로 333 1층,070-8287-3536
751,대구신매시장점,대구 수성구 신매로 98-1 (신매동),070-7721-7979
752,부천원미사거리점,경기 부천시 원미로 130 1층 일부,070-4833-0842
753,이천마장점,경기 이천시 마장면 마장로 16 마장타워 110,070-4797-1916
754,굽은다리점,서울 강동구 양재대로 1543 1층,NULL
755,전남화순금호타운점,"전남 화순군 화순읍 광덕로 205 (만연리, 금호타운)",061-373-3339
756,당신송악점,충남 당진시 송악읍 신복운로3길 23-1 1층,041-970-8950
757,가재울뉴타운점,서울 서대문구 거북골로14길 32 제상가동 제지3층 제 111호,02-303-0133
758,고양덕산로점,경기 고양시 일산서구 덕산로 97 1층 일부(가좌동),NULL
759,정릉입구점,서울 성북구 보국문로 11 1층 점포 좌측(정릉동),NULL
760,양주덕정점,경기 양주시 화합로 1361 1층,031-868-3646
761,인천불로점,인천 서구 검단로744번1길 23 (불로동),NULL
762,안산제1종합시장점,"경기 안산시 단원구 선이로 14 1층, 1124호",070-4047-4137
763,개금백병원점,부산 부산진구 복지로 83 1층,051-633-1892
764,안산초지로사거리점,"경기 안산시 단원구 광덕1로 61 (초지동, 신명프라자)",031-410-6566
765,부천오정점,경기 부천시 부천로476번길 51 101호,032-233-2104
766,무교다동점,서울 중구 다동길 46 1층,NULL
767,오산더테라스점,경기 오산시 동부대로 332-13 (고현동),031-668-4872
768,면목두산점,서울 중랑구 사가정로42길 71 1층,NULL
769,광주용산리슈빌점,광주 동구 용산1길 2 211동 1층 103호,062-710-8054
770,일광신도시센트럴타워점,부산 기장군 일광읍 해빛5로 25 ,051-710-6364
771,세종새롬점,세종특별자치시 새롬중앙로 47 ,044-866-9730
772,잠실나루역점,서울 송파구 올림픽로35길 94 102호,NULL
773,충주연수점,충북 충주시 갱고개로 138 (연수동),043-724-0303
774,하남신장점,경기 하남시 신장로 127 ,031-793-7133
775,일산풍동점,경기 고양시 일산동구 숲속마을로 26 102호,NULL
776,평택세교부영점,경기 평택시 세교공원로 66 상가제1동 1층 107호,031-618-1121
777,NH서울타워점,서울 강서구 양천로 570 ,NULL
778,시흥시화로데오점,경기 시흥시 중심상가3길 11 그린프라자 101호,031-431-2803
779,대구중동점,대구 수성구 수성로 218 (중동),NULL
780,영종메가타워점,인천 중구 흰바위로 236 영종메가타워 119호,032-751-8740
781,창원삼정자점,"경남 창원시 성산구 삼정자로43번길 8 (성주동, 성주빌딩)",055-713-9008
782,창원팔용사화점,경남 창원시 의창구 남산로27번길 1 ,055-253-5048
783,광주풍향금호점,광주 북구 군왕로 18 1층,062-716-6547
784,상일동역1호점,"서울 강동구 고덕로 380 (상일동, 고덕아르테온(근린생활시설-2))",NULL
785,파주문산자유시장점,"경기 파주시 문산읍 문향로 72-1 (문산리, 문산 터미널 타워)",070-4100-0615
786,반포GOTO몰점,"서울 서초구 신반포로 지하 200 (잠원동, 강남터미널지하쇼핑몰)",NULL
787,충북옥천점,충북 옥천군 옥천읍 삼양로 93 1층,043-733-9997
788,성수중흥S클레스점,"서울 성동구 아차산로13길 16 랭킨중흥s클레스 오피스텔 1층 108호,109호",02-6326-0237
789,시흥정왕역교차로점,경기 시흥시 마유로418번길 12 106호,NULL
790,홈플러스평촌점,"경기 안양시 동안구 동안로 162 지하1층(비산동, 홈플러스)",031-388-7770
791,포천가산점,경기 포천시 가산면 선마로 238 1층 131호,031-541-3552
792,목포장미의거리점,전남 목포시 장미로 23 101호,NULL
793,광주상무평화점,광주 서구 시청로20번길 10 1층 치평동,062-383-2717
794,인천장기점,인천 계양구 황어로126번길 2 1층 장기동,NULL
795,서귀포태평로점,제주특별자치도 서귀포시 태평로 355 가동 1층,NULL
796,제주공항렌트카점,제주특별자치도 제주시 다호5길 17 ,NULL
797,광명스피돔점,경기 광명시 광명로 721 ,NULL
798,의정부동오마을점,경기 의정부시 추동로 9 지상 1층 113호,NULL
799,강원양양점,강원 양양군 양양읍 양양로 58 ,NULL
800,울산대학로점,울산 남구 대학로33번길 17 1층 ,052-700-6611
801,진주시청점,경남 진주시 도동천로 48 1층,NULL
802,구미진평점,경북 구미시 인동북길 105 (인의동),070-8287-1860
803,포항오천힐스테이트점,경북 포항시 남구 오천읍 하원로 58 102호,NULL
804,김해안하점,경남 김해시 한림면 용덕로 310 (안하리),055-345-1680
805,밀양시청점,경남 밀양시 시청로 27 (내이동),055-355-6999
806,강원신철원점,강원 철원군 갈말읍 삼부연로 3 ,033-452-5557
807,파주광탄점,경기 파주시 광탄면 혜음로 1124 ,NULL
808,광명스피돔점,"경기 광명시 광명로 721 (광명동, 광명시돔경륜장)",NULL
809,의정부동오마을점,경기 의정부시 추동로 9 ,NULL
810,부천번영사거리점,경기 부천시 부흥로315번길 69 (중동),070-8287-2408
811,강원양양점,강원 양양군 양양읍 양양로 58 (남문리),033-671-2729
812,인천연수유천점,인천 연수구 먼우금로 302 1층 121호,NULL
813,천안두정초점,"충남 천안시 서북구 봉정로 374 (두정동, 창성빌딩)",NULL
814,거제능포점,경남 거제시 능포로 134 (능포동),055-681-0098
815,진천중앙점,충북 진천군 진천읍 상산로 88-1 (읍내리),NULL
816,대구대신자이점,"대구 중구 달구벌대로 1955 (대신동, 대신센트럴자이)",053-262-9375
817,거제옥포시장점,경남 거제시 옥포대첩로 36 (옥포동),055-687-7877
818,인천삼산중학교점,인천 부평구 장제로340번길 49 (삼산동),032-518-0918
819,아산모종점,충남 아산시 모종로 5 하연빌딩 제1동 104호,NULL
820,천안백석아이파크점,충남 천안시 서북구 한들3로 35-12 1층,041-561-0821
821,인천부평성모병원점,인천 부평구 육동로 6 1층,032-362-2122
822,고양지축점,경기 고양시 덕양구 지축로 62 112호,070-8680-2664
823,고척아이파크점,서울 구로구 중앙로5길 59 RD동 상가 103호,070-8287-1972
824,김해한림병동공단점,경남 김해시 한림면 김해대로916번길 134 ,NULL
825,화성봉담한신점,경기 화성시 봉담읍 와우로 20 (와우리),031-221-1232
826,홍대삼거리점,서울 마포구 와우산로 73 (서교동),NULL
827,북한산보국문점,서울 성북구 보국문로 86 ,02-6012-7571
828,마산봉암대로점,경남 창원시 마산회원구 봉양로 81 1층,055-295-8889
829,광주문흥중학교점,광주 북구 천지인로173번길 30 1층,062-710-2936
830,인천연수역남부점,"인천 연수구 벚꽃로 106 (청학동, 연수광장프라자)",032-819-0643
831,동아대부민캠퍼스점,부산 서구 구덕로232번길 3 (부용동1가),051-715-8845
832,답십리래미안점,서울 동대문구 답십리로 140 세기프라자 제1층 제107호,NULL
833,파주갈현점,경기 파주시 탄현면 평화로 584 2호,031-941-2977
834,의정부송산점,경기 의정부시 충의로57번길 18 이도원빌딩 101호,NULL
835,광양창덕점,전남 광양시 광양읍 용강로 20 (용강리),070-4063-4856
836,김포마송공원점,경기 김포시 통진읍 서암로6번길 19-20 (마송리),031-996-1093
837,인천송도그린워크점,인천 연수구 컨벤시아대로130번길 100 더샵 그린워크3차 상가 104호,032-833-2924
838,안산MTV점,경기 안산시 단원구 시화호수로841번길 28-21 103호,NULL
839,파주봉일천시장점,"경기 파주시 조리읍 봉천로 45 (봉일천리, 크라운베이커리)",NULL
840,광운대80주년기념관점,"서울 노원구 광운로 20 (월계동, 광운대학교)",02-909-1617
841,광주매곡센트럴점,광주 북구 매곡로69번길 1 (매곡동),062-572-4779
842,강릉포남점,"강원 강릉시 하평길 55-1 (포남동, 송정주공아파트 상가동)",033-922-8050
843,춘천명동점,강원 춘천시 명동길 15 (조양동),033-257-7752
844,부천역남부점,경기 부천시 성주로 268 (심곡본동),070-8287-1911
845,꿈의숲아이파크점,"서울 성북구 돌곶이로40길 46 (장위동, 꿈의숲 아이파크)",02-6498-8468
846,어린이대공원후문점,"서울 광진구 천호대로 666 (구의동, 그랜드파크 오피스텔)",02-456-7700
847,인천남촌점,인천 남동구 남촌동로 36 1층,032-239-3393
848,인천불로월드점,인천 서구 검단로 842 월드아파트 상가동 151호,NULL
849,천안성성초점,충남 천안시 서북구 성성6로 49 ,041-522-1800
850,원주명륜1동점,강원 원주시 남원로 647 (명륜동),033-766-2525
851,광주우산중흥센트럴점,광주 광산구 금봉로 106-2 132동 102호,062-710-5754
852,대전태평점,"대전 중구 태평로 71 1층 139호(태평동, 삼부프라자)",070-7607-1799
853,울산현대홈타운점,울산 남구 대암로 94 (야음동),052-258-8001
854,함안칠서점,"경남 함안군 칠서면 함의로 26 (무릉리, 에이스그린상가)",070-8287-3328
855,화곡8동점,서울 강서구 곰달래로 157 102호,02-6956-4343
856,춘천한숲시티점,강원 춘천시 안마산로 114 ,033-254-0999
857,송파삼전점,서울 송파구 백제고분로22길 3 ,02-415-0369
858,춘천석사점,강원 춘천시 퇴계농공로 20 종로타워 1층 103호,033-263-3119
859,청라에이스하이테크점,인천 서구 파랑로 495 4동 103호(청라동) 컴포즈커피,032-220-0018
860,송파석촌점,서울 송파구 백제고분로41길 18 ,NULL
861,광나루역1호점,서울 광진구 천호대로 808 1202동 지하1층 지하 106호,02-452-1216
862,파주해오름마을점,경기 파주시 해올2길 20 공감빌딩 103호,NULL
863,광주내남진아리채점,광주 동구 육판서길 16 상가동 105호,062-716-2027
864,인천동구청점,"인천 동구 샛골로 123 108호(송림동, 노블리안힐스)",070-4798-1010
865,안양개성하이뷰점,"경기 안양시 동안구 경수대로 555 (호계동, 개성하이뷰)",070-4241-7070
866,신정2동점,서울 양천구 목동동로10길 11 101호,NULL
867,광주능평점,경기 광주시 능평로 221 (능평동),NULL
868,목포용당점,전남 목포시 동부로 5 (용당동),061-272-8482
869,인천주안센트레빌점,인천 미추홀구 석정로433번길 31 (주안동),NULL
870,녹양역점,경기 의정부시 체육로 306-14 102호,NULL
871,속초영랑호점,강원 속초시 번영로105번길 36  102 (동명동),033-636-0585
872,파주부흥,경기 파주시 광탄면 부흥로 131 1층 107호,070-4901-2537
873,양산대동이미지점,경남 양산시 연호로 61 (삼호동),NULL
874,춘천우두두미르점,강원 춘천시 충열로 1-16 ,033-255-2824
875,동인천역파크푸르지오점,인천 동구 화도진로 16 상가동 1층 107호,NULL
876,광주상무병원점,광주 서구 운천로 225 지하 1층,062-710-2151
877,당산삼성타운점,"서울 영등포구 당산로44길 3 (당산동5가, 삼성타운)",NULL
878,강원영월점,강원 영월군 영월읍 관풍헌길 24 ,033-374-3527
879,원주단구롯데시네마점,강원 원주시 서원대로 408 광장빌딩 117호,070-8287-3131
880,김포마산점,경기 김포시 김포한강8로 161 (마산동),031-988-8181
881,아산배방연화점,충남 아산시 배방읍 용연로 152 (장재리),041-533-5090
882,숙등역포레나점,"부산 북구 만덕대로 81 (덕천동, 포레나부산덕천)",051-338-8960
883,정읍연지중앙점,전북 정읍시 중앙로 55 영무예다음아파트 상가 제1동 104호,063-536-1100
884,강남을지병원점,"서울 강남구 도산대로 202 (논현동, 강남을지병원)",02-542-0246
885,인천부평동아2단지점,"인천 부평구 부흥로 251 (부평동, 경기빌딩)",NULL
886,파주운정산내마을점,"경기 파주시 교하로159번길 33 (목동동, 목동프라자)",070-8287-1400
887,충장대로점,부산 중구 충장대로5번길 34 (중앙동4가),051-710-2450
888,광주산정중학교점,광주 광산구 목련로 42 상가2동 1층 104호,062-710-0675
889,진해구청점,경남 창원시 진해구 천자로 411 경동프라자 102호,055-719-3140
890,김포디원시티점,경기 김포시 김포한강10로133번길 107 ,031-628-9004
891,당진엠코타운점,충남 당진시 송산면 유곡2길 21 송산프라자 1층,041-358-3022
892,분당이매점,경기 성남시 분당구 판교로 432 제일프라자 108호,031-8039-7222
893,인천귤현점,인천 계양구 굴재길 2 석기빌딩 1층 일부호,NULL
894,남가좌DMC자이점,서울 서대문구 가재울미래로 17 102,070-8680-1510
895,인천동양점,인천 계양구 양지로 8 (동양동),NULL
896,용인흥덕IT밸리점,"경기 용인시 기흥구 흥덕1로 13 (영덕동, 흥덕IT밸리)",031-340-1535
