,francise_name,address,TEL
735,중계중앙점,"서울 노원구 덕릉로73길 15 (중계동, 음광빌딩), 1층",02-938-5060
736,중계학원가점,"서울 노원구 한글비석로 235 (중계동, 하나프라자빌딩)",02-932-1005
737,중곡대원점,"서울 광진구 용마산로 114 (중곡동, 경동빌딩)",02-458-9383
738,중곡사거리점,"서울특별시 광진구 영화사로 1, 1층(중곡동)",02-455-1007
739,중곡역점,"서울특별시 광진구 능동로 403-1 , 1층 (중곡동)",02-462-1526
740,중곡중앙점,"서울특별시 광진구 능동로 338-1, 1층(중곡동 , 영빌딩)",02-446-0777
741,중구삼성병원점,서울 중구 새문안로 28 (충정로1가),02-730-1007
742,중구중림점,서울 중구 청파로 457-1 (중림동),02-313-6707
743,중구필동3가점,서울 중구 필동로 33 (필동3가),02-2274-1007
744,중대후문점,서울 동작구 흑석로 21 (상도동),02-812-3198
745,중랑구청점,"서울특별시 중랑구 신내로 82 , 110호 (신내동 , 금강프라자)",02-3422-1222
746,중랑망우점,"서울 중랑구 양원역로 22-1 (망우동, 동원빌딩)",02-434-4340
747,중랑묵동점,"서울특별시 중랑구 공릉로 70, 1층(묵동)",02-6014-0925
748,중랑역점,"서울특별시 중랑구 망우로 203 , 1층 125호 (중화동)",02-433-8007
749,중앙대점,"서울특별시 동작구 흑석로 103, 1 ,2층(흑석동)",02-815-7770
750,중화역점,"서울특별시 중랑구 동일로 806 , 1층 (중화동)",02-433-5138
751,증미역점,"서울 강서구 양천로 564 (등촌동, 등촌동두산위브센티움)",02-2659-9991
752,창동대우점,"서울특별시 도봉구 덕릉로63가길 17, 1층(창동)",02-991-2999
753,창동신창점,"서울특별시 도봉구 우이천로4길 31, 1층 (창동)",02-998-8988
754,창동어울림점,"서울특별시 도봉구 해등로16길 32, 1층(창동)",02-997-0182
755,창동역점,"서울특별시 도봉구 마들로11가길 13 , 105호 (창동)",02-998-4242
756,창동이마트점,"서울특별시 도봉구 노해로65길 11, 1층(창동)",02-902-7778
757,창동중앙점,"서울 도봉구 도봉로110길 68 (창동), 1층 일부",02-991-2990
758,창천점,"서울특별시 서대문구 신촌로 19, 1층(창천동)",02-322-1009
759,천왕역점,"서울특별시 구로구 오리로 1141, 1층 102호(천왕동 , 네이처힐)",02-2060-2491
760,천왕이펜하우스점,"서울특별시 구로구 천왕로 29, 상가동 1층 (천왕동 , 천왕이펜하우스 4단지)",070-8836-5144
761,천호공원점,"서울특별시 강동구 올림픽로 715 , 1층 ",02-487-0055
762,천호로데오점,"서울특별시 강동구 천호대로157길 23 , (천호동) ",02-475-6969
763,천호시장점,서울 강동구 구천면로 252 (천호동),02-477-0519
764,천호역점,"서울특별시 강동구 천호대로 997 , 1층 107호 (천호동 , 신라빌딩)",02-474-7748
765,천호초교사거리점,"서울특별시 강동구 구천면로 305 , 덕송빌딩 1층 (천호동)",02-470-0831
766,청계천점,"서울특별시 중구 청계천로 370, 메가몰 가동 1층 가112호(황학동 , 롯데캐슬베네치아)",02-2237-0027
767,청구신당점,서울 중구 다산로36길 36 (신당동),02-2254-3035
768,청구역점,"서울특별시 중구 다산로 162 , 1층 (신당동 , 약수빌딩)",02-3298-6988
769,청량리롯데캐슬점,"서울 동대문구 답십리로 27 (전농동, 청량리역 롯데캐슬 SKY-L65)",02-960-0555
770,청량리시장점,서울 동대문구 왕산로 163-1 (제기동),02-959-0421
771,청량리역점,"서울특별시 동대문구 왕산로 225 , A동 1층 (청량리동, 미주상가)",02-957-8801
772,청량리역한양수자인점,"서울 동대문구 고산자로32길 78 (용두동, 청량리역한양수자인그라시엘)",02-962-1009
773,촬영소사거리점,"서울특별시 동대문구 답십리로 233, 1층 (답십리동)",02-2242-4430
774,충무로역점,"서울특별시 중구 퇴계로 195 , (필동1가, 하니빌딩)",02-2272-8939
775,충무로저동점,"서울 중구 수표로6길 1 (충무로3가, 금용빌딩)",02-2276-1330
776,충무아트센터점,서울 중구 퇴계로 388-1 (신당동),02-2235-5679
777,충정로역점,"서울 중구 중림로 10 (중림동, 중림동 삼성 사이버 빌리지), 상가1동 1층 104-2호",02-393-1005
778,태릉시장점,서울 중랑구 중랑역로 68 (중화동),02-435-2890
779,태릉입구역점,"서울 노원구 동일로 986 (공릉동, 노원 프레미어스 엠코), 101동 109, 111, 113호",02-949-5001
780,퍼블릭가산점,서울 금천구 디지털로 178 (가산동),02-2114-8255
781,포방터시장점,"서울특별시 서대문구 홍은중앙로 101-1, 1층(홍은동)",02-391-0577
782,하계온천점,"서울 노원구 노원로 257 (하계동, 인정빌딩)",02-975-1002
783,하월곡동점,"서울 성북구 오패산로3길 3 (하월곡동, 홍진빌딩)",02-943-1003
784,학동사거리점,"서울 강남구 선릉로 752 (청담동, 태성빌딩)",02-540-5553
785,한강성심병원점,"서울 영등포구 버드나루로 51 (영등포동2가, 조광빌딩)",02-6959-7932
786,한남오거리점,"서울특별시 용산구 한남대로21길 33, 1층(한남동)",02-792-0911
787,한성대입구역점,"서울특별시 성북구 동소문동 1가 27, 1층",02-742-8226
788,한성백제역점,"서울 송파구 백제고분로 497 (방이동, 효성올림픽카운티)",02-420-7542
789,한양대역점,"서울 성동구 왕십리로 206 (행당동, 한양대역)",02-2299-8990
790,한티역점,"서울특별시 강남구 도곡로 405 , 105호 (대치동 , 삼환아르누보2)",02-6013-5234
791,함지박사거리점,"서울특별시 서초구 동광로 75, 1층(방배동)",02-3478-1110
792,합정역점,"서울특별시 마포구 양화로 46-1 , 1층(합정동)",02-3144-2012
793,합정중앙점,"서울특별시 마포구 양화로 73, 1층(서교동)",02-336-0655
794,항동지식산업센터점,"서울특별시 구로구 부광로 88, 항동 공공주택지구 내 업무2BL 구로SK V1 center BB102-B호(항동)",02-2616-9616
795,해군회관사거리점,"서울특별시 영등포구 여의대방로 189 , 1층 (신길동)",02-834-0919
796,해방촌오거리점,서울 용산구 소월로20길 23 (용산동2가),02-796-1007
797,행당역점,"서울특별시 성동구 행당로 105 , 1층 (행당동)",02-2299-3337
798,현대시장점,"서울특별시 관악구 은천로 113 , 1층(봉천동)",02-882-9140
799,홍대L7점,"서울특별시 마포구 월드컵북로 8 , 1층 (동교동)",02-336-3113
800,홍대서교점,"서울특별시 마포구 양화로 116, 1층(서교동)",02-333-0656
801,홍대입구역점,"서울특별시 마포구 홍익로6길 48 , (동교동)1층",02-323-0650
802,홍대점,"서울특별시 마포구 잔다리로6길 39 , (서교동)1층(서교동)",02-323-0656
803,홍대정문점,서울 마포구 와우산로 100 (서교동),02-332-1246
804,홍은사거리점,"서울 서대문구 홍은동 464, 제상가동 1층 108호",02-379-1003
805,홍제역점,"서울특별시 서대문구 세무서길 6 , 1층",02-723-6051
806,홍제인왕사거리점,서울 서대문구 통일로 389-1 (홍제동),02-725-5888
807,홍제홍은벽산점,"서울특별시 서대문구 홍은중앙로 33, 1층(홍은동)",02-379-3035
808,화계역점,"서울특별시 강북구 덕릉로 30 , 1층 (수유동)",02-983-8777
809,화곡곰달래점,서울 강서구 곰달래로 185 (화곡동),02-2602-1810
810,화곡남부시장점,"서울특별시 강서구 곰달래로49길 11, 1층(화곡동)",02-2699-5088
811,화곡본동시장점,"서울특별시 강서구 까치산로4길 3, 1층(화곡동)",02-2603-3222
812,화곡역점,"서울특별시 강서구 화곡로 160, 1층(화곡동)",02-2065-3722
813,화곡중앙시장점,"서울특별시 강서구 가로공원로76길 73, 1층(화곡동)",02-2608-3222
814,화곡중앙점,서울 강서구 까치산로 79 (화곡동),02-2695-9741
815,화랑대역점,"서울특별시 노원구 노원로1길 9, 03호(공릉동)",02-949-4002
816,화양사거리점,"서울특별시 성동구 광나루로 337, 1층(송정동)",02-449-5898
817,황학롯데캐슬점,"서울특별시 중구 청계천로 400, 메가몰동 1225호(황학동 , 롯데캐슬베네치아)",02-2234-6231
818,황학사거리점,"서울특별시 성동구 왕십리로 410, 센트라스 아이동 157호(하왕십리동 , 센트라스)",02-2282-6777
819,회기역점,"서울특별시 동대문구 회기로 194 , 1층(휘경동)",02-963-3618
820,회현SK리더스뷰점,"서울 중구 퇴계로 72 (회현동1가, 리더스뷰남산)",02-310-9905
821,휘경주공점,"서울특별시 동대문구 사가정로25길 29, 1층(장안동)",02-3394-9004
822,경기광주경안천점,경기 광주시 경안천로 126 (송정동),031-798-1207
823,경기광주고산점,경기 광주시 오포로 896 (고산동),031-797-0591
824,경기광주능평점,경기 광주시 능평로 218 (능평동),031-766-9640
825,경기광주도평점,"경기도 광주시 초월읍 현산로 81 , 1층",031-761-2889
826,경기광주보건소점,경기 광주시 문화로 128-1 (경안동),031-765-6485
827,경기광주산이점,경기 광주시 초월읍 경충대로 916 (산이리),031-767-0926
828,경기광주송정점,경기 광주시 중앙로 202 (송정동),031-769-3338
829,경기광주쌍령점,"경기도 광주시 경충대로1422번길 10, 1층 104호(쌍령동 , 제일빌딩)",031-766-3777
830,경기광주역점,"경기 광주시 역동로 111 (역동), 1층 104호",031-767-1007
831,경기광주오포문형점,경기 광주시 오포로 461 (문형동),031-797-1838
832,경기광주퇴촌점,"경기 광주시 퇴촌면 광동로 46 (광동리), 1층",031-762-1889
833,수원경기대점,"경기 수원시 장안구 광교산로138번길 1 (연무동, 밀레니엄호프)",031-242-7171
834, 수원국세청삼거리점,경기 수원시 장안구 경수대로 1110-12 (파장동),031-268-9111
835, 의정부가능초점,"경기 의정부시 의정로 139 (가능동, 리나스빌딩)",031-876-4111
836, 일산백석백송점,"경기 고양시 일산동구 강송로 119 (백석동, 용신코아)",031-815-0578
837, 일산위시티1단지점,"경기 고양시 일산동구 위시티4로 80 (식사동, 위시티일산자이1단지)",031-994-6207
838, 파주교하초점,경기 파주시 교하로 1404 (교하동),031-946-3111
839,가능안골점,경기 의정부시 호국로 1115 (가능동),031-876-5275
840,가능역점,"경기도 의정부시 평화로 632 , 1층 (의정부동)",031-840-0688
841,가천대역점,"경기 성남시 수정구 성남대로 1334 (태평동, 경원프라자)","경기 성남시 수정구 성남대로 1334 (태평동, 경원프라자)"
842,가평점,"경기도 가평군 가평읍 가화로 110-1 , 1층 ",031-581-2292
843,가평현리점,"경기도 가평군 조종면 현창로38번길 7 , (현리, 태양전기)1층",031-585-2227
844,갈매더샵점,"경기도 구리시 갈매순환로 15, 1층 (갈매동)",031-527-2249
845,갈매초점,"경기도 구리시 갈매중앙로55번길 6-4, 상가 101호(갈매동)",031-573-3007
846,갈매한라비발디점,"경기도 구리시 갈매순환로 194, 1층(갈매동)",031-573-6555
847,감일수자인점,경기 하남시 감일백제로180번길 30-1 (감이동),02-6958-7919
848,경안중앙점,"경기 광주시 중앙로 124 (경안동), 전면 우측 아리따움 부분",031-767-9777
849,경희대국제캠퍼스점,"경기 수원시 영통구 덕영대로 1705 (영통동, 일송프라자), 101호",031-206-0103
850,계원예대점,"경기도 의왕시 계원대학로 20, 1층 102호(내손동 , 우성메디컬센타)",031-422-7776
851,고강점,"경기도 부천시 오정구 역곡로 505, 1층 104호(고강동)",032-212-0617
852,고덕STV점,경기 평택시 고덕면 도시지원1길 19 (해창리),031-610-0077
853,고덕금호어울림점,"경기 평택시 고덕로 191 (고덕동, 고덕국제신도시 금호어울림)",031-665-3445
854,고덕메디컬센터점,"경기 평택시 고덕중앙로 218 (고덕동), 111호",031-666-0571
855,고덕삼성전자사거리점,"경기 평택시 고덕여염9길 22 (고덕동, 고덕 헤리움 비즈타워 2차), 107호",031-665-5553
856,고덕스카이시티점,경기 평택시 고덕중앙2로 41 (고덕동),031-611-6665
857,고림산골말입구사거리점,경기 용인시 처인구 한터로 108 (고림동),031-326-0595
858,고산훈민점,경기 의정부시 서광로 205 (고산동),031-848-1000
859,고양경찰서점,"경기 고양시 덕양구 중앙로 628 (화정동, 예일프라자), 105호",031-971-1007
860,고양관산고골점,"경기 고양시 덕양구 통일로 1060-4 (관산동, 청담프라자)","경기 고양시 덕양구 통일로 1060-4 (관산동, 청담프라자)"
861,고양관산점,경기도 고양시 덕양구 관산동 231-49,031-962-1002
862,고양내유점,"경기도 고양시 덕양구 통일로 1270, 1층 (내유동)",031-963-2624
863,고양덕은지구점,"경기 고양시 덕양구 으뜸로 110 (덕은동), 오피스텔동 1층 144호",02-3159-6665
864,고양도래울점,"경기 고양시 덕양구 도래울로 16 (도내동, 도래울파크뷰(PARK VIEW)), 6단지 상가동 112호",031-964-2023
865,고양산들마을점,"경기도 고양시 일산동구 중산로 117, 1층(중산동)",031-975-1327
866,고양삼송마을점,"경기도 고양시 덕양구 삼송로 94-22, 101 , 101-1호(삼송동 , 신성프라자) ",02-381-6457
867,고양삼송시티점,"경기도 고양시 덕양구 동송로 33 , 이편한세상시티 상가 1-007호",02-371-1889
868,고양성사점,"경기도 고양시 덕양구 호국로 859, 1층 (성사동)",031-3158-1538
869,고양신원마을점,"경기 고양시 덕양구 권율대로 885 (신원동, 태웅프라자)",02-371-1181
870,고양푸른마을점,"경기도 고양시 덕양구 푸른마을로 30, 1층 108 ,109호(고양동 , 서정프라자) ",031-966-9007
871,고양향동점,"경기도 고양시 덕양구 향기로 56 , B02호 (향동동 , 스카이타워)",02-3158-0825
872,고양향동중앙점,"경기도 고양시 덕양구 향기로 123, 1층(향동동)",02-3158-1538
873,고양화정점,"경기도 고양시 덕양구 화정동 980, 1층",031-971-5656
874,고잔단원마을점,"경기 안산시 단원구 광덕서로 48 (고잔동, 양지주차빌딩)",031-403-0106
875,고촌강변마을점,경기 김포시 고촌읍 신곡로 1 (신곡리),031-987-6701
876,고촌수기마을점,"경기 김포시 고촌읍 인향로24번길 62 (신곡리), 1층",031-987-7626
877,곡반한솔점,"경기도 수원시 권선구 동수원로58번길 18 , (곡반정동)",031-222-3457
878,곤지암도자공원점,경기 광주시 곤지암읍 경충대로 691 (삼리),031-765-5655
879,곤지암점,"경기도 광주시 곤지암읍 평촌길 31-10 , (삼리)1층 108호",031-765-1440
880,곤지암터미널점,경기도 광주시 곤지암읍 곤지암로 57 ,031-761-2866
881,과천린파밀리에점,"경기 과천시 과천대로2길 12 (갈현동, M타워 과천)",02-502-1007
882,과천상상자이점,"경기 과천시 과천대로7길 65 (갈현동, 과천상상자이타워)",02-3434-3055
883,과천센텀스퀘어점,"경기 과천시 과천대로7길 20 (갈현동, 과천 스마트케이 업무시설)",02-504-5111
884,과천자이점,"경기도 과천시 별양로 142, 118호(별양동)",02-502-3472
885,과천중앙점,"경기도 과천시 별양상가2로 14 , 1층 (별양동 , 제일쇼핑)",02-504-6863
886,과천펜타원점,"경기 과천시 과천대로12길 117 (문원동, 과천 펜타원)",02-507-1117
887,과천힐스테이트점,"경기 과천시 관문로 92 (중앙동, 힐스테이트 과천중앙), 101동 107호",02-504-3472
888,광교법원점,"경기도 수원시 영통구 법조로149번길 122 , 1층 (하동)",031-215-0622
889,광교상현고점,경기 용인시 수지구 광교마을로 83 (상현동),031-212-2225
890,광교센트럴점,"경기도 수원시 영통구 센트럴타운로 106 , 114호 (이의동 , 센트럴프라자)",031-211-4782
891,광교에듀타운삼거리점,"경기 수원시 영통구 에듀타운로 101 (이의동, 에듀하임1309오피스텔)",031-211-3550
892,광교엘포트몰점,"경기 수원시 영통구 광교중앙로 145 (이의동, 광교엘포트아이파크)",031-211-2975
893,광교역점,"경기도 수원시 영통구 대학로 47 , 101호(이의동, 스타씨제이3)",031-213-8422
894,광교중앙점,"경기도 수원시 영통구 에듀타운로 25 , 1층 101호 (이의동 , 명품프라자)",031-214-1313
895,광교중흥어뮤즈스퀘어점,"경기 수원시 영통구 광교호수공원로 277 (원천동, 광교중흥에스클래스), B1-71호",031-213-2221
896,광교풍경채어바니티점,경기 용인시 기흥구 중부대로 56 (영덕동),031-217-2229
897,광교호수공원점,"경기도 수원시 영통구 법조로 38, 판매시설동 1층 101호(하동 , 광교더샵 레이크파크)",031-215-2262
898,광명7동점,"경기도 광명시 도덕로 49-1, 1층(광명동)",02-2612-8883
899,광명GIDC점,"경기도 광명시 일직로 43, 1층 1074호(일직동 , GIDC)",02-6914-6090
900,광명G타워점,"경기도 광명시 소하로 190 , (소하동, 광명G타워)",02-6147-2400
901,광명금당사거리점,"경기 광명시 하안로 254 (하안동, 정산빌딩), 1층 101호",02-898-8656
902,광명로데오점,"경기도 광명시 신기로17번길 11 , 102호 (일직동 , 센트럴스퀘어)",02-897-7725
903,광명사거리점,"경기도 광명시 광명로 877 , (광명동, 한진아파트)광명한진타운 106호",02-2066-7834
904,광명소하신촌점,경기 광명시 금하로 529 (소하동),02-6952-3287
905,광명소하점,"경기도 광명시 소하로 86 , 1층 104호(소하동 , 제일프라자)",02-897-0647
906,광명신촌휴먼시아점,"경기 광명시 하안로 112 (소하동, 신촌프라자)",02-2138-0056
907,광명아크포레점,"경기도 광명시 새터로 44-7, B3층 (광명동 , 광명아크포레자이위브)",02-2617-7771
908,광명안현사거리점,"경기 광명시 안현로 52 (하안동, 중앙상가)",02-899-6667
909,광명자이타워점,"경기도 광명시 새빛공원로 67, D동 1층 (일직동)",02-6299-7200
910,광명전통시장점,경기 광명시 광명로 928 (광명동),02-2611-5570
911,광명초사거리점,"경기도 광명시 오리로 948-1, 1~2층 전체호 (광명동)",02-2060-7834
912,광명하안점,경기도 광명시 하안동 33-1,02-898-1623
913,광명해모로점,"경기 광명시 광화로 22 (광명동, 로얄프라자)",02-2612-1003
914,광명현대테라타워점,경기 광명시 오리로651번길 8 (하안동),02-3147-4243
915,광주경안점,"경기도 광주시 중앙로 94 , 1층(역동)",031-762-0130
916,광주목현타운점,경기 광주시 이배재로 468 (목현동),031-769-5777
917,광주밀목점,경기 광주시 중앙로 336 (송정동),031-769-8797
918,광주신현점,경기도 광주시 오포읍 신현리 696-6,031-726-5701
919,광주오포점,경기도 광주시 오포읍 양벌로 195-5,031-763-1889
920,광주태전성원점,"경기 광주시 태봉로 58 (태전동, 5단지성원아파트 상가)",070-8836-8412
921,광주태전아이파크점,"경기도 광주시 태봉로 110, 대전광역시 4지구 C3블록 106호",031-8028-2962
922,광주태전점,"경기도 광주시 고불로 51 , 1층 (장지동)",031-769-1917
923,광주회덕점,"경기도 광주시 이배재로 120 , 1층 (회덕동 , 신주빌딩)",031-768-2300
924,구래신도시점,경기도 김포시 김포한강9로75번길 180,031-989-7171
925,구래중앙점,"경기 김포시 김포한강8로 386 (구래동, 김포센트럴프라자2), 1층 109호",031-988-1389
926,구리갈매점,"경기도 구리시 경춘북로 252, 841동 1층 A117호(갈매동 , 갈매역아이파크)",031-573-0717
927,구리돌다리점,"경기도 구리시 검배로6번길 3 , 101호(수택동)",031-555-3301
928,구리수택점,"경기도 구리시 체육관로80번길 41 , (수택동, 신안빌딩)신안빌딩 104호",031-564-5554
929,구리수택중앙점,"경기 구리시 검배로 55 (수택동), 1층 106호",031-557-5113
930,구리아름마을점,"경기도 구리시 동구릉로85번길 30, 1층(인창동)",031-558-8587
931,구리역점,"경기도 구리시 건원대로34번길 17 , (인창동, 금영빌딩)",031-555-2341
932,구리인창점,"경기도 구리시 건원대로 95 , 1층 104호",031-556-4844
933,구리장자호수점,"경기도 구리시 장자대로 82 , 103호 (수택동 , 우건빌딩)",031-555-0906
934,구리토평공원점,"경기 구리시 이문안로 138 (토평동, 우신빌딩)",031-566-4536
935,구리한양대병원점,"경기도 구리시 경춘로 164 , (교문동)",031-569-8587
936,구성점,"경기도 용인시 기흥구 용구대로2394번길 2, 1층(마북동)",031-693-7383
937,구운일월점,"경기도 수원시 권선구 일월천로16번길 30 , (구운동)",031-292-2200
938,군포당동점,"경기도 군포시 군포로456번길 13 , 102호(당동 , 와이비프라자)",031-399-0496
939,군포당정점,"경기도 군포시 당정동 970-9, 104호",031-427-0304
940,군포부곡중앙점,"경기 군포시 송부로291번안길 5 (부곡동, 청보빌딩)",031-461-2388
941,군포센트럴비즈파크점,경기 군포시 공단로140번길 38 (당정동),031-427-0817
942,군포송정지구점,"경기도 군포시 송부로 92, 1층 (도마교동)",031-417-8187
943,군포신환사거리점,"경기 군포시 금재로 1 (금정동, 경원빌딩)",031-477-1005
944,군포역점,경기 군포시 군포로 533 (당동),031-429-4517
945,군포중앙점,"경기 군포시 군포로 494 (당동), 1층 103호",031-451-2229
946,군포첨단산업단지점,"경기도 군포시 번영로 40 , 1층 (부곡동)",031-462-7123
947,금곡중앙점,"경기도 남양주시 금곡로 72 , 1층 (금곡동 , 센터프라자)",031-511-4232
948,금오더퍼스트점,경기 의정부시 금오로 112 (금오동),경기 의정부시 금오로 112 (금오동)
949,금오신도브래뉴점,경기 의정부시 금신로 392-1 (금오동),031-848-7543
950,금정역점,"경기도 군포시 산본천로 230, 1층(산본동)",031-396-4106
951,금촌로터리점,"경기도 파주시 번영로 1 , 1층 2호 (금촌동)",031-945-7225
952,금촌메디인병원점,경기 파주시 금릉역로 196 (금촌동),031-945-3389
953,금촌역점,"경기도 파주시 중앙로 330 , 1층 (금촌동)",031-949-8688
954,기흥구청점,"경기도 용인시 기흥구 구갈로 70 , (구갈동, 메가타운)1층 109호",031-283-6763
955,기흥삼성반도체점,"경기도 화성시 삼성1로6길 27 , 1층 ",031-202-1070
956,기흥역점,"경기도 용인시 기흥구 기흥역로 63 , 301동 104호(구갈동)",031-287-9958
957,김포감정점,"경기도 김포시 중봉1로 9 , 가동 1층 3호 (감정동 , 도선빌딩)",031-986-9948
958,김포걸포점,"경기도 김포시 걸포2로 45, A동 1층 (걸포동)",032-984-2050
959,김포고창마을점,"경기 김포시 김포한강2로 232 (장기동, 한강노블레스)",031-987-2997
960,김포고촌점,"경기도 김포시 고촌읍 장차로 4 , 1층",031-982-6133
961,김포구래역점,"경기도 김포시 구래동 6886-6, 반도유보라 4차 판매시설 1063호",031-998-6456
962,김포금란초점,경기 김포시 고촌읍 장곡로3번길 100 (태리),031-8048-9330
963,김포금빛초점,"경기도 김포시 태장로 823, 1층 (장기동)",031-982-2447
964,김포나비초점,"경기도 김포시 김포한강9로 32 , 1층 (구래동 , 골든씨티)",031-984-2449
965,김포대곶사거리점,"경기도 김포시 대곶면 율생로 77-1, 1층 1호(우측)",031-982-3966
966,김포대로점,경기 김포시 통진읍 김포대로 2074 (도사리),031-985-4456
967,김포디원시티점,"경기 김포시 김포한강10로133번길 127 (구래동), 1층 B106호",031-8035-1716
968,김포라베니체점,"경기도 김포시 김포한강2로23번길 72, 1층(장기동)",031-997-3093
969,김포마곡사거리점,"경기 김포시 하성면 월하로 736 (마곡리), 1층 101호",031-988-7701
970,김포마산점,"경기도 김포시 김포한강8로 , 106-107호 (마산동 , 서서타워)",031-986-5598
971,김포마송가현점,경기 김포시 통진읍 율마로 339-43 (마송리),031-991-0423
972,김포마송공원점,경기 김포시 통진읍 마송1로84번길 90 (마송리),031-984-8516
973,김포마송사거리점,경기 김포시 통진읍 마송리 109-13,031-988-3966
974,김포북변점,"경기도 김포시 북변1로16번길 47, 1층(북변동)",031-987-7807
975,김포사우점,"경기도 김포시 사우중로 78 , (사우동, 밀레니엄프라자)1층 107호",031-986-6236
976,김포솔터마을점,"경기도 김포시 김포한강8로 333 , (마산동, 김포한강엘에이치솔터마을3단지)",031-997-4977
977,김포시청점,"경기도 김포시 돌문로 48, 105 ,106일부호(사우동 , 한솔프라자) ",031-989-2581
978,김포신곡점,"경기도 김포시 고촌읍 수기로 109, 1층 11호",031-988-7911
979,김포양곡점,"경기도 김포시 양촌읍 양곡1로56번길 79 , 1층",031-988-8515
980,김포양촌산업단지점,"경기도 김포시 양촌읍 황금로109번길 27, 104,105호",031-998-3338
981,김포운양점,"경기도 김포시 김포한강11로 288-27 , 110호(운양동 , 한강프라자)",031-986-4769
982,김포운유초점,"경기도 김포시 김포한강4로 176, 1층(장기동)",031-988-8829
983,김포은여울점,"경기도 김포시 김포한강8로 173-88, 근린생활시설 A동 111호(마산동 , 한강신도시 동일스위트 더파크뷰1단지)",031-981-9991
984,김포장기점,경기도 김포시 김포한강1로51번길 28,031-989-0959
985,김포전원마을점,"경기도 김포시 김포한강11로 133 , 1층 101호 (운양동 , 중앙프라자)",031-982-5599
986,김포청송점,"경기도 김포시 김포한강2로 361, 717동 1층 105호(장기동 , 호반베르디움 더퍼스트)",031-986-3337
987,김포초당마을점,경기도 김포시 김포한강2로 88,031-984-7764
988,김포풍무역점,"경기도 김포시 유현로 242 , 1층 105호 (풍무동)",031-982-0505
989,김포풍무점,"경기도 김포시 풍무로146번길 18, 1층 123호",031-997-4669
990,김포풍무중점,"경기 김포시 풍무로68번길 44 (풍무동), 1층 106호",031-989-8515
991,김포하성점,경기도 김포시 하성면 애기봉로 848-1,031-988-3172
992,김포한강아이스링크점,"경기 김포시 김포한강11로 227 (운양동, 풍경마을 래미안 한강2차)",031-987-7222
993,김포향산신도시점,"경기도 김포시 고촌읍 상미4로 1, 1층",031-989-9890
994,김포호수초점,"경기도 김포시 김포한강4로420번길 88 , 10호(구래동)",031-986-7225
995,나노시티역롯데캐슬점,"경기 화성시 효행로 1337-26 (반월동, 나노시티역 롯데캐슬)",031-237-0125
996,남미사역점,"경기도 하남시 미사강변남로 103, 111호(망월동 , 미사랑데르 3)",031-794-7111
997,남양주2청사점,"경기도 남양주시 다산지금로16번길 43, 1층 116호(다산동 , 다산타임프라자)",031-557-3932
998,남양주가운초점,"경기 남양주시 가운로2길 59 (다산동, 금산프라자)",031-551-1007
999,남양주도곡초점,"경기 남양주시 와부읍 덕소로 177 (도곡리, 벽산아파트)",031-577-9777
1000,남양주마석역점,"경기도 남양주시 화도읍 마석중앙로 67, 1층",031-591-0496
1001,남양주마석점,"경기도 남양주시 화도읍 비룡로 56-8, 105호(신명스카이뷰그린제상가)",031-511-0356
1002,남양주묵현점,"경기도 남양주시 화도읍 먹갓로28번길 7 , 103 ,104호 (동명상가)",031-591-7955
1003,남양주사능점,"경기도 남양주시 진건읍 진건오남로 77 , 101호(심미에셈빌)",031-529-4536
1004,남양주양지점,"경기도 남양주시 오남읍 진건오남로 804 , 1층",031-571-8212
1005,남양주월산부영점,"경기 남양주시 화도읍 경춘로2248번길 15 (월산리, 남양주월산사랑으로부영1단지)",031-511-3230
1006,남양주창현초점,경기 남양주시 화도읍 창현로 51 (창현리),031-595-7966
1007,남양주청학점,"경기도 남양주시 별내면 청학로중앙길 9 , 1층 (청화빌딩)",031-848-4536
1008,남양주평내점,"경기도 남양주시 경춘로1256번길 9 , 104호(평내동 ,강남프라자)",031-593-0313
1009,남양주호평점,"경기도 남양주시 늘을2로 26, 131호(호평동 , 메인시네마타워)",031-511-9920
1010,남한산성입구역점,"경기도 성남시 중원구 산성대로 454, 1층(금광동)",031-747-3974
1011,녹양역점,"경기도 의정부시 체육로 306-24 , 1층 (녹양동, 성해프라자)",031-826-1691
1012,능곡삼거리점,"경기도 고양시 덕양구 토당로 115, 1층 110 ,111 ,112호(토당동 , 금호프라자)",031-974-1044
1013,능곡중앙점,"경기도 고양시 덕양구 지도로35번길 3 , 1층 (토당동)",031-938-1044
1014,능동숲속마을점,"경기 화성시 동탄숲속로 98 (능동, 동탄숲속마을 모아미래도1단지)",031-831-5576
1015,다산DIMC테라타워점,"경기도 남양주시 다산지금로 202, 현대테라타워 DIMC 1층 알01-0049호(다산동)",031-551-5113
1016,다산KB골든타워점,"경기도 남양주시 다산순환로 350 , 112호 (다산동)",031-555-0617
1017,다산가운마을점,"경기도 남양주시 경춘로 368, 1층(다산동)",031-555-0705
1018,다산미금점,경기 남양주시 미금로 36-3 (다산동),031-552-2380
1019,다산부영점,"경기도 남양주시 다산중앙로82번안길 115-4, 1층(다산동)",031-551-3903
1020,다산블루웨일점,"경기 남양주시 다산중앙로19번길 21 (다산동, 다산진건 블루웨일 지식산업센터 1차)",031-566-5514
1021,다산새봄초교점,"경기도 남양주시 다산순환로 420, 1층(다산동)",031-555-6090
